,Brand,Model,Variant,Manufacturing_Year,Driven_Kilometers,Fuel,Number_Of_Owners,Location,Price
3254,Maruti Suzuki,Alto 800,LXi (O),2018,"48,228 Kms",Petrol,First,Nashik,3.65 Lakh
3255,Maruti Suzuki,Baleno,Zeta 1.2,2016,"60,908 Kms",Petrol,First,Bhopal,5.6 Lakh
3256,Maruti Suzuki,Swift DZire,VXI AT,2017,"46,000 Kms",Petrol,First,Mumbai,6.55 Lakh
3257,Honda,City,1.5 V MT,2011,"42,565 Kms",Petrol,Second,Bangalore,4.8 Lakh
3258,Hyundai,Grand i10,Magna AT 1.2 Kappa VTVT,2017,"15,000 Kms",Petrol,First,Chennai,5.4 Lakh
3259,Maruti Suzuki,Swift,VXi [2014-2017],2016,"34,000 Kms",Petrol,First,Nashik,5.75 Lakh
3260,Toyota,Innova,2.0 V,2009,"1,74,000 Kms",Petrol,First,Chennai,7.75 Lakh
3261,Honda,City,1.5 V AT,2011,"45,000 Kms",Petrol,First,Nashik,4.11 Lakh
3262,Maruti Suzuki,Vitara Brezza,ZDi Plus,2018,"71,000 Kms",Diesel,First,Nashik,9.51 Lakh
3263,Volkswagen,Polo,1.5 TDI,2016,"36,321 Kms",Diesel,First,Bangalore,6.6 Lakh
3264,Honda,City,VX (O) MT,2016,"52,000 Kms",Petrol,First,Chennai,7.9 Lakh
3265,Ford,Aspire,Titanium1.5 TDCi,2017,"41,917 Kms",Diesel,First,Bangalore,6.2 Lakh
3266,Hyundai,Grand i10,Asta AT 1.2 Kappa VTVT (O) [2016-2017],2016,"30,786 Kms",Petrol,First,Bangalore,5.65 Lakh
3267,Hyundai,Grand i10 NIOS,Sportz AMT 1.2 Kappa VTVT,2020,"25,000 Kms",Petrol,First,Chennai,7.3 Lakh
3268,Maruti Suzuki,Baleno,Alpha 1.2,2018,"25,900 Kms",Petrol,First,Chennai,7.3 Lakh
3269,Maruti Suzuki,Celerio,ZXi AMT [2019-2020],2016,"54,807 Kms",Petrol,First,Bangalore,4.8 Lakh
3270,Toyota,Etios Liva,G,2012,"59,987 Kms",Petrol,First,Bangalore,3.8 Lakh
3271,Audi,Q3,2.0 TDI quattro Premium Plus,2015,"23,000 Kms",Diesel,First,Mumbai,20.75 Lakh
3272,Maruti Suzuki,Swift DZire,VXI,2011,"65,000 Kms",Petrol,First,Delhi,2.75 Lakh
3273,Volkswagen,Polo,Comfortline 1.2L (D),2013,"65,000 Kms",Diesel,Second,Navi Mumbai,3.2 Lakh
3274,Honda,Amaze,1.2 S i-VTEC,2016,"52,000 Kms",Petrol,First,Faridabad,4.5 Lakh
3275,Maruti Suzuki,Ertiga,VXi,2018,"20,000 Kms",Petrol,First,Mumbai,8.1 Lakh
3276,Mercedes-Benz,GLA,200 Sport,2018,"26,000 Kms",Petrol,First,Mumbai,26.95 Lakh
3277,Ford,Ecosport,Titanium 1.5 TDCi,2014,"68,000 Kms",Diesel,First,Mumbai,5.9 Lakh
3278,Mercedes-Benz,C-Class,250 CDI Elegance,2010,"72,200 Kms",Diesel,Second,Coimbatore,12.25 Lakh
3279,Volvo,XC60,D5 AWD AT,2011,"1,40,520 Kms",Diesel,Second,Coimbatore,12.75 Lakh
3280,Mercedes-Benz,GLA,200 Sport,2018,"26,000 Kms",Petrol,First,Mumbai,26.95 Lakh
3281,Ford,Ecosport,Titanium 1.5 TDCi,2014,"68,000 Kms",Diesel,First,Mumbai,5.9 Lakh
3282,Mercedes-Benz,C-Class,250 CDI Elegance,2010,"72,200 Kms",Diesel,Second,Coimbatore,12.25 Lakh
3283,Volvo,XC60,D5 AWD AT,2011,"1,40,520 Kms",Diesel,Second,Coimbatore,12.75 Lakh
3284,Ford,Ecosport,Titanium 1.0 Ecoboost,2013,"89,400 Kms",Petrol,Second,Coimbatore,5.65 Lakh
3285,Toyota,Fortuner,3.0 4x2 AT,2012,"1,86,700 Kms",Diesel,Second,Coimbatore,14.5 Lakh
3286,Tata,Nexon,XM,2018,"9,860 Kms",Petrol,First,Mumbai,7.25 Lakh
3287,Mercedes-Benz,C-Class,250 CDI Elegance,2011,"78,000 Kms",Diesel,Second,Coimbatore,11.75 Lakh
3288,Volkswagen,Polo,GT TSI,2018,"84,615 Kms",Petrol,First,Coimbatore,8 Lakh
3289,Tata,Nexon,XM,2019,"6,566 Kms",Petrol,First,Bangalore,8.8 Lakh
3290,Volkswagen,Tiguan,Highline TDI,2018,"66,000 Kms",Diesel,First,Coimbatore,27 Lakh
3291,Mercedes-Benz,M-Class,350 CDI,2012,"87,100 Kms",Diesel,Second,Chennai,26 Lakh
3292,Volkswagen,Jetta,Highline TDI AT,2013,"63,593 Kms",Diesel,First,Hyderabad,7.9 Lakh
3293,Toyota,Innova,2.5 V 8 STR,2008,"1,20,000 Kms",Diesel,First,Navi Mumbai,4.85 Lakh
3294,Maruti Suzuki,Wagon R,VXI,2015,"72,000 Kms",Petrol,First,Navi Mumbai,3.5 Lakh
3295,Hyundai,Xcent,SX,2017,"46,300 Kms",Petrol,First,Navi Mumbai,4.95 Lakh
3296,MINI,Cooper,JCW,2020,"2,500 Kms",Petrol,UnRegistered Car,Hyderabad,47 Lakh
3297,Chevrolet,Cruze,LTZ AT,2010,"79,619 Kms",Diesel,First,Ahmedabad,4.25 Lakh
3298,Mahindra,Scorpio,LX 4WD BS-IV,2013,"98,013 Kms",Diesel,Second,Ahmedabad,5.25 Lakh
3299,Toyota,Fortuner,2.8 4x2 MT [2016-2020],2017,"22,700 Kms",Diesel,First,Mumbai,27.95 Lakh
3300,Maruti Suzuki,Ignis,Zeta 1.2 MT,2017,"14,122 Kms",Petrol,First,Thane,4.85 Lakh
3301,Volkswagen,Polo,1.5 TDI,2016,"58,737 Kms",Diesel,First,Thane,5.4 Lakh
3302,Maruti Suzuki,S-Cross,Zeta 1.6,2018,"23,000 Kms",Diesel,First,Chennai,9.25 Lakh
3303,Toyota,Innova,2.5 VX 8 STR BS-III,2015,"57,757 Kms",Diesel,First,Pune,10.99 Lakh
3304,BMW,X1,sDrive20d xLine,2017,"35,000 Kms",Diesel,First,Bangalore,28 Lakh
3305,Honda,City,VX (O) MT BL,2016,"49,900 Kms",Petrol,Second,Hyderabad,7.79 Lakh
3306,Jeep,Compass,Limited 2.0 Diesel [2017-2020],2017,"27,000 Kms",Diesel,First,Bangalore,17.25 Lakh
3307,Maruti Suzuki,Vitara Brezza,VDi,2019,"30,000 Kms",Diesel,Second,Delhi,8.5 Lakh
3308,Mercedes-Benz,SLC,43 AMG,2017,"9,000 Kms",Petrol,Second,Delhi,60 Lakh
3310,Mercedes-Benz,C-Class,C 220 CDI Avantgarde,2015,"45,000 Kms",Diesel,First,Delhi,23.5 Lakh
3311,Toyota,Etios,G,2011,"72,000 Kms",Petrol,First,Ahmedabad,2.95 Lakh
3312,Hyundai,Eon,Era +,2015,"53,000 Kms",Petrol,Second,Ahmedabad,2.6 Lakh
3313,Hyundai,Eon,Era +,2017,"63,000 Kms",Petrol,First,Ahmedabad,2.9 Lakh
3314,Mahindra,Quanto,C4,2013,"62,000 Kms",Diesel,First,Ahmedabad,2.7 Lakh
3315,Mercedes-Benz,S-Class,350,2009,"75,000 Kms",Petrol,First,Bangalore,14.5 Lakh
3316,Chevrolet,Beat,LT Petrol,2010,"25,000 Kms",Petrol,Second,Delhi,1.65 Lakh
3317,Hyundai,Verna,Fluidic 1.6 VTVT SX Opt AT,2012,"51,000 Kms",Petrol,Second,Delhi,4.75 Lakh
3318,Honda,Civic,1.8V AT Sunroof,2011,"89,000 Kms",Petrol,Second,Delhi,4.25 Lakh
3319,Honda,City,1.5 V MT,2011,"48,000 Kms",Petrol,First,Delhi,3.65 Lakh
3320,Honda,Amaze,1.2 S i-VTEC,2014,"71,000 Kms",Petrol,First,Delhi,3.7 Lakh
3321,Porsche,Macan,R4,2017,"25,000 Kms",Petrol,First,Bangalore,70 Lakh
3322,Ford,Endeavour,3.0L 4x4 AT,2011,"46,000 Kms",Diesel,Second,Bangalore,10.25 Lakh
3323,Renault,Duster,RXL Petrol,2014,"34,000 Kms",Petrol,First,Delhi,4.45 Lakh
3324,Honda,City,1.5 V MT Sunroof,2012,"69,000 Kms",Petrol,Second,Delhi,4.65 Lakh
3325,Maruti Suzuki,Alto,VXi AMT [2014-2018],2014,"71,000 Kms",Petrol,First,Hyderabad,3.45 Lakh
3326,MG,Hector,Sharp 1.5 DCT Petrol [2019-2020],2021,"3,000 Kms",Petrol,First,Mumbai,20.11 Lakh
3327,Maruti Suzuki,Baleno,Alpha Automatic,2019,"20,000 Kms",Petrol,First,Ghaziabad,8 Lakh
3328,Maruti Suzuki,Vitara Brezza,VDi,2019,"30,000 Kms",Diesel,Second,Delhi,8.5 Lakh
3329,Skoda,Laura,Ambiente 1.9 PD,2007,"1,27,000 Kms",Diesel,Third,Mumbai,1.65 Lakh
3330,Renault,Duster,85 PS RxL Diesel,2012,"68,000 Kms",Diesel,Second,Ahmedabad,4.75 Lakh
3331,Maruti Suzuki,Baleno,Alpha Automatic,2018,"18,350 Kms",Petrol,First,Mumbai,7.75 Lakh
3332,Tata,Zest,XM Petrol,2015,"51,000 Kms",Petrol,First,Delhi,3.7 Lakh
3333,Maruti Suzuki,Ciaz,ZXi AT,2015,"55,000 Kms",Petrol,First,Navi Mumbai,6.65 Lakh
3334,Hyundai,i10,Magna 1.1 LPG,2013,"92,470 Kms",LPG,First,Hyderabad,3.2 Lakh
3335,Hyundai,Verna,VGT CRDi SX,2008,"27,300 Kms",Diesel,First,Mumbai,1.95 Lakh
3336,Honda,City,V,2018,"10,500 Kms",Petrol,First,Bangalore,9.75 Lakh
3337,Maruti Suzuki,Wagon R,LXI,2017,"78,865 Kms",Petrol,First,Nashik,4.11 Lakh
3338,Maruti Suzuki,Ertiga,VDi,2015,"80,359 Kms",Diesel,First,Nashik,7.75 Lakh
3339,Maruti Suzuki,Alto,VXi,2013,"67,747 Kms",Petrol,First,Bangalore,3.25 Lakh
3340,BMW,X1,sDrive20d,2012,"60,000 Kms",Diesel,First,Chennai,14.25 Lakh
3341,Mercedes-Benz,GLA,200 d Sport,2018,"13,000 Kms",Diesel,First,Chennai,29 Lakh
3342,Chevrolet,Sail Sedan,1.3 Base,2014,"63,500 Kms",Diesel,First,Mumbai,2.8 Lakh
3343,Honda,Civic,1.8V MT,2006,"76,000 Kms",Petrol,Second,Indore,3.25 Lakh
3344,Mercedes-Benz,GLS,400 4MATIC,2018,"49,000 Kms",Petrol,First,Pune,65 Lakh
3345,Hyundai,Grand i10,Sports Edition 1.2L Kappa VTVT,2015,"49,147 Kms",Petrol,First,Pune,4.55 Lakh
3346,Honda,Amaze,1.2 S i-VTEC,2016,"52,000 Kms",Petrol,First,Faridabad,4.5 Lakh
3347,Mercedes-Benz,GLA,200 Sport,2018,"26,000 Kms",Petrol,First,Mumbai,26.95 Lakh
3348,Volkswagen,Tiguan,Highline TDI,2018,"66,000 Kms",Diesel,First,Coimbatore,27 Lakh
3349,Audi,A6,2.0 TDI Premium Plus,2014,"51,600 Kms",Diesel,First,Coimbatore,23.5 Lakh
3350,Honda,Amaze,1.5 S i-DTEC,2013,"72,000 Kms",Diesel,First,Delhi,2.95 Lakh
3351,Honda,City,VX Petrol [2017-2019],2017,"86,000 Kms",Petrol,First,Mumbai,8.45 Lakh
3352,Volkswagen,Tiguan,Highline TDI,2018,"66,000 Kms",Diesel,First,Coimbatore,27 Lakh
3353,Audi,A6,2.0 TDI Premium Plus,2014,"51,600 Kms",Diesel,First,Coimbatore,23.5 Lakh
3354,Honda,Amaze,1.5 S i-DTEC,2013,"72,000 Kms",Diesel,First,Delhi,2.95 Lakh
3355,Honda,City,VX Petrol [2017-2019],2017,"86,000 Kms",Petrol,First,Mumbai,8.45 Lakh
3356,Nissan,Terrano,XV D THP 110 PS,2014,"82,000 Kms",Diesel,First,Delhi,3.9 Lakh
3357,Mahindra,XUV500,W4 [2015-2016],2016,"70,000 Kms",Diesel,First,Pune,9.25 Lakh
3358,Chevrolet,Spark,LT 1.0,2011,"55,000 Kms",Petrol,Second,Delhi,1.45 Lakh
3359,Chevrolet,Spark,LT 1.0,2007,"68,000 Kms",Petrol,First,Delhi,0.95
3360,Maruti Suzuki,S-Cross,Sigma 1.3,2018,"22,000 Kms",Diesel,First,Mumbai,8.75 Lakh
3361,Mahindra,Thar,CRDe 4x4 Non AC,2021,"4,690 Kms",Diesel,First,Delhi,16.45 Lakh
3362,Maruti Suzuki,Ertiga,Vxi CNG,2014,"77,000 Kms",CNG,First,Pune,6.8 Lakh
3363,Hyundai,i10,1.1L iRDE ERA Special Edition,2012,"69,000 Kms",Petrol,Second,Delhi,2.25 Lakh
3364,Renault,Duster,110 PS RxL Diesel,2013,"77,000 Kms",Diesel,First,Delhi,3.45 Lakh
3365,Renault,Kwid,1.0 RXL AMT [2017-2019],2017,"55,000 Kms",Petrol,First,Pune,4 Lakh
3366,Hyundai,Creta,SX Plus 1.6 AT CRDI,2017,"49,828 Kms",Diesel,First,Mumbai,12.35 Lakh
3367,Maruti Suzuki,Baleno,Delta 1.2,2018,"34,000 Kms",Petrol,First,Delhi,6.25 Lakh
3368,Audi,Q5,35 TDI Technology,2018,"54,704 Kms",Petrol,First,Hyderabad,52 Lakh
3369,Maruti Suzuki,Swift DZire,VDI,2013,"66,000 Kms",Diesel,Second,Mumbai,4.55 Lakh
3370,BMW,3-Series,320d Luxury Line [2014-2016],2016,"24,000 Kms",Diesel,First,Chennai,30 Lakh
3371,Maruti Suzuki,Ciaz,VDi SHVS,2017,"42,000 Kms",Diesel,First,Delhi,6.35 Lakh
3372,Toyota,Innova,2.5 V 8 STR,2008,"1,20,000 Kms",Diesel,First,Navi Mumbai,4.85 Lakh
3373,Hyundai,Xcent,SX,2017,"46,300 Kms",Petrol,First,Navi Mumbai,4.95 Lakh
3374,Maruti Suzuki,Vitara Brezza,VDi (O) [2016-2018],2017,"60,000 Kms",Diesel,First,Navi Mumbai,7.55 Lakh
3375,Ford,Aspire,Titanium1.5 TDCi,2015,"40,000 Kms",Diesel,First,Kolkata,4.25 Lakh
3376,Toyota,Innova,2.5 V 8 STR,2008,"1,20,000 Kms",Diesel,First,Navi Mumbai,4.85 Lakh
3377,Hyundai,Xcent,SX,2017,"46,300 Kms",Petrol,First,Navi Mumbai,4.95 Lakh
3378,Maruti Suzuki,Vitara Brezza,VDi (O) [2016-2018],2017,"60,000 Kms",Diesel,First,Navi Mumbai,7.55 Lakh
3379,Ford,Aspire,Titanium1.5 TDCi,2015,"40,000 Kms",Diesel,First,Kolkata,4.25 Lakh
3380,Hyundai,Creta,SX (O) 1.5 Diesel,2020,"29,558 Kms",Diesel,First,Ahmedabad,17.5 Lakh
3381,Maruti Suzuki,Ertiga,ZDI + SHVS,2017,"28,500 Kms",Diesel,First,Mumbai,8.75 Lakh
3382,Ford,Endeavour,Titanium 3.2 4x4 AT,2017,"80,000 Kms",Diesel,First,Delhi,26 Lakh
3383,Toyota,Innova,2.5 V 7 STR,2012,"44,844 Kms",Diesel,First,Mumbai,8.25 Lakh
3384,Maruti Suzuki,Celerio,VXi AMT,2014,"71,419 Kms",Petrol,First,Mumbai,3.7 Lakh
3385,Mercedes-Benz,GLA,200 CDI Sport,2015,"55,517 Kms",Diesel,First,Bangalore,18.75 Lakh
3386,Honda,City,V,2016,"59,000 Kms",Petrol,First,Chennai,6.9 Lakh
3387,Hyundai,Elite i20,Sportz 1.4 CRDI,2017,"36,862 Kms",Diesel,First,Samastipur,6.7 Lakh
3388,Maruti Suzuki,Wagon R,VXI,2016,"25,562 Kms",Petrol,First,Samastipur,3.85 Lakh
3389,Maruti Suzuki,Alto,VXi,2019,"27,506 Kms",Petrol,First,Samastipur,4.1 Lakh
3390,Mahindra,Scorpio,VLX 4WD BS-III,2010,"77,881 Kms",Diesel,Second,Samastipur,4.95 Lakh
3391,Fiat,Punto EVO,T-Jet 1.4 Abarth,2017,"17,000 Kms",Petrol,First,Delhi,19.5 Lakh
3392,Hyundai,i10,Era,2009,"42,000 Kms",Petrol,First,Mumbai,1.91 Lakh
3393,Audi,Q3,2.0 TDI quattro Premium,2013,"1,12,000 Kms",Diesel,Second,Chennai,14.5 Lakh
3394,Mercedes-Benz,C-Class,250 CDI Classic,2013,"74,000 Kms",Diesel,First,Chennai,14.75 Lakh
3395,Toyota,Corolla,H5 1.8E,2007,"1,21,100 Kms",Petrol,Second,Coimbatore,3.5 Lakh
3396,Maruti Suzuki,Baleno,Alpha 1.2,2018,"50,247 Kms",Petrol,First,Navi Mumbai,6.85 Lakh
3397,Toyota,Corolla Altis,G,2015,"1,21,000 Kms",Diesel,First,Navi Mumbai,8.9 Lakh
3398,Maruti Suzuki,Celerio,ZXi AMT [2017-2019],2017,"17,391 Kms",Petrol,First,Navi Mumbai,4.75 Lakh
3399,BMW,Z4,Roadster sDrive35i,2011,"13,000 Kms",Petrol,First,Delhi,32.5 Lakh
3400,Mercedes-Benz,GLA,200 CDI Sport,2015,"55,517 Kms",Diesel,First,Bangalore,18.75 Lakh
3401,Honda,City,V,2016,"59,000 Kms",Petrol,First,Chennai,6.9 Lakh
3402,Ford,Aspire,Titanium1.5 TDCi,2015,"40,000 Kms",Diesel,First,Kolkata,4.25 Lakh
3403,Hyundai,Elite i20,Sportz 1.4 CRDI,2017,"36,862 Kms",Diesel,First,Samastipur,6.7 Lakh
3404,Maruti Suzuki,Wagon R,VXI,2016,"25,562 Kms",Petrol,First,Samastipur,3.85 Lakh
3405,Maruti Suzuki,Alto,VXi,2019,"27,506 Kms",Petrol,First,Samastipur,4.1 Lakh
3406,Mahindra,Scorpio,VLX 4WD BS-III,2010,"77,881 Kms",Diesel,Second,Samastipur,4.95 Lakh
3407,Fiat,Punto EVO,T-Jet 1.4 Abarth,2017,"17,000 Kms",Petrol,First,Delhi,19.5 Lakh
3408,Hyundai,Grand i10,Magna U2 1.2 CRDi,2014,"67,000 Kms",Diesel,First,Kanpur,3.5 Lakh
3409,Audi,Q3,35 TDI quattro Premium Plus,2017,"30,000 Kms",Diesel,First,Coimbatore,31 Lakh
3410,Mercedes-Benz,CLA,200 Petrol Sport,2016,"21,000 Kms",Petrol,First,Delhi,25 Lakh
3411,Hyundai,i10,Era,2009,"42,000 Kms",Petrol,First,Mumbai,1.91 Lakh
3412,BMW,5-Series,520i Luxury Line,2017,"16,000 Kms",Petrol,First,Delhi,32 Lakh
3413,Mercedes-Benz,CLA,200 Petrol Sport,2016,"34,000 Kms",Petrol,First,Delhi,21.75 Lakh
3414,Honda,City,V Diesel,2016,"77,000 Kms",Diesel,First,Coimbatore,7 Lakh
3415,Audi,Q3,35 TDI Premium + Sunroof,2017,"32,000 Kms",Diesel,First,Delhi,24.5 Lakh
3416,Jaguar,XF,2.2 Diesel Luxury,2013,"33,000 Kms",Diesel,Second,Delhi,16.5 Lakh
3417,Toyota,Etios Liva,GD,2016,"85,000 Kms",Diesel,First,Pune,5.75 Lakh
3418,Hyundai,Eon,Era [2011-2012],2012,"55,715 Kms",Petrol,First,Jaipur,2.1 Lakh
3419,Toyota,Camry,Hybrid [2015-2017],2016,"60,000 Kms",Petrol,First,Mumbai,16.9 Lakh
3420,Fiat,Punto,Active 1.3,2014,"88,000 Kms",Diesel,First,Jaipur,2.65 Lakh
3421,Volkswagen,Polo,Comfortline 1.2L (P),2017,"30,688 Kms",Petrol,First,Jaipur,5.35 Lakh
3422,Hyundai,Creta,1.6 SX Plus Special Edition,2017,"43,000 Kms",Diesel,First,Kolkata,8.5 Lakh
3423,Hyundai,Xcent,S 1.2,2015,"22,171 Kms",Petrol,First,Pune,4.55 Lakh
3424,Volkswagen,Polo,Comfortline 1.2L (P),2017,"30,688 Kms",Petrol,First,Jaipur,5.35 Lakh
3425,Hyundai,Grand i10,Magna U2 1.2 CRDi,2014,"67,000 Kms",Diesel,First,Kanpur,3.5 Lakh
3426,Mercedes-Benz,CLA,200 Petrol Sport,2016,"21,000 Kms",Petrol,First,Delhi,25 Lakh
3427,Audi,Q3,35 TDI quattro Premium Plus,2017,"30,000 Kms",Diesel,First,Coimbatore,31 Lakh
3428,BMW,X1,sDrive20d,2011,"98,000 Kms",Diesel,Second,Mumbai,8.54 Lakh
3429,Honda,City,1.5 V MT,2011,"59,000 Kms",Petrol,First,Coimbatore,4.75 Lakh
3430,Maruti Suzuki,Swift,VDi,2011,"1,38,540 Kms",Diesel,Second,Jaipur,3.35 Lakh
3431,Honda,Civic,1.8V AT,2010,"86,000 Kms",Petrol,First,Hyderabad,3.8 Lakh
3432,Honda,City,1.5 V MT,2010,"1,06,000 Kms",Petrol,First,Hyderabad,3.75 Lakh
3433,Hyundai,Grand i10,Asta 1.2 Kappa VTVT [2013-2016],2018,"36,100 Kms",Petrol,First,Hyderabad,6.5 Lakh
3434,Audi,A4,2.0 TDI (177bhp) Premium,2011,"82,838 Kms",Diesel,First,Hyderabad,13 Lakh
3435,Honda,City,EXi,2007,"85,000 Kms",Petrol,Third,Bangalore,2.9 Lakh
3436,Mahindra,XUV300,1.2 W8 (O) [2019-2019],2019,"17,000 Kms",Petrol,First,Bangalore,11.5 Lakh
3437,Renault,Kwid,CLIMBER 1.0 [2017-2019],2017,"36,000 Kms",Petrol,First,Bangalore,4.75 Lakh
3438,Volvo,XC60,D5 AWD AT,2011,"1,38,000 Kms",Diesel,Third,Bangalore,14.5 Lakh
3439,Audi,Q7,3.0 TDI quattro Premium,2011,"1,39,000 Kms",Diesel,Third,Bangalore,19 Lakh
3440,Mercedes-Benz,B-class,B 200 Sport CDI,2015,"98,000 Kms",Diesel,First,Bangalore,16.75 Lakh
3441,BMW,1-Series,118d Hatchback,2013,"73,000 Kms",Diesel,First,Bangalore,15.5 Lakh
3442,BMW,X1,sDrive18i,2010,"85,000 Kms",Petrol,Second,Bangalore,8.5 Lakh
3443,Audi,A4,2.0 TDI (177bhp) Premium Plus,2013,"75,000 Kms",Diesel,First,Bangalore,17.5 Lakh
3444,Audi,A6,35 TDI Premium,2015,"46,000 Kms",Diesel,First,Bangalore,25 Lakh
3445,Kia,Seltos,HTX Plus 1.5 Diesel [2020-2021],2019,"21,000 Kms",Diesel,First,Coimbatore,16.4 Lakh
3446,Ford,Aspire,Titanium1.5 TDCi [2018-2020],2018,"24,000 Kms",Diesel,First,Coimbatore,6.9 Lakh
3447,Audi,A4,2.0 TDI (177bhp) Premium Plus,2014,"1,04,000 Kms",Diesel,Second,Chennai,15 Lakh
3448,Audi,A6,35 TDI Premium,2015,"46,000 Kms",Diesel,First,Bangalore,25 Lakh
3449,Kia,Seltos,HTX Plus 1.5 Diesel [2020-2021],2019,"21,000 Kms",Diesel,First,Coimbatore,16.4 Lakh
3450,Ford,Aspire,Titanium1.5 TDCi [2018-2020],2018,"24,000 Kms",Diesel,First,Coimbatore,6.9 Lakh
3451,Audi,A4,2.0 TDI (177bhp) Premium Plus,2014,"1,04,000 Kms",Diesel,Second,Chennai,15 Lakh
3452,Maruti Suzuki,Eeco,5 STR WITH A/C+HTR [2019-2020],2019,"15,000 Kms",Petrol,First,Mumbai,4.75 Lakh
3453,Hyundai,i20,Sportz 1.4 CRDI,2013,"39,950 Kms",Diesel,First,Mumbai,4.5 Lakh
3454,Maruti Suzuki,SX4,VDI,2012,"37,000 Kms",Diesel,First,Mumbai,3.25 Lakh
3455,BMW,X1,sDrive20d xLine,2019,"34,000 Kms",Diesel,First,Pune,33 Lakh
3456,MINI,Countryman,Cooper D,2014,"49,000 Kms",Diesel,Second,Pune,18 Lakh
3457,Skoda,Rapid,1.6 MPI Elegance,2015,"58,000 Kms",Petrol,First,Thane,4.95 Lakh
3458,Honda,City,V Petrol [2017-2019],2017,"47,197 Kms",Petrol,First,Thane,8.21 Lakh
3459,Audi,Q3,35 TDI Premium + Sunroof,2016,"46,000 Kms",Diesel,Second,Ahmedabad,23.5 Lakh
3460,Audi,Q3,35 TDI Premium + Sunroof,2013,"65,000 Kms",Diesel,First,Ahmedabad,18.5 Lakh
3461,Maruti Suzuki,Wagon R,LXI CNG,2014,"78,938 Kms",CNG,First,Pune,4.1 Lakh
3462,Nissan,Sunny,XV Diesel,2012,"68,113 Kms",Diesel,First,Nagpur,3.5 Lakh
3463,Mercedes-Benz,M-Class,ML 250 CDI,2013,"83,000 Kms",Diesel,First,Mumbai,21.35 Lakh
3464,Toyota,Innova,2.4 G 7 STR [2016-2017],2017,"1,90,950 Kms",Diesel,First,Pune,14 Lakh
3465,Honda,Brio,VX AT,2016,"42,000 Kms",Petrol,First,Mumbai,5.15 Lakh
3466,Toyota,Fortuner,3.0 MT,2011,"91,000 Kms",Diesel,First,Mumbai,10.45 Lakh
3467,Hyundai,i10,Magna 1.2 AT,2010,"29,500 Kms",Petrol,First,Mumbai,3.1 Lakh
3468,Mahindra,Bolero,Power Plus SLE [2016-2019],2018,"64,000 Kms",Diesel,First,Mumbai,6.55 Lakh
3469,Volkswagen,Polo,Comfortline 1.2L (D),2013,"55,000 Kms",Diesel,First,Mumbai,3.85 Lakh
3470,Nissan,Micra,XV CVT [2016-2017],2015,"28,000 Kms",Petrol,First,Mumbai,4.5 Lakh
3471,Maruti Suzuki,Ignis,Delta 1.2 AMT,2017,"17,500 Kms",Petrol,First,Mumbai,5.15 Lakh
3472,Mahindra,Bolero,Power Plus SLE [2016-2019],2018,"64,000 Kms",Diesel,First,Mumbai,6.55 Lakh
3473,Volkswagen,Polo,Comfortline 1.2L (D),2013,"55,000 Kms",Diesel,First,Mumbai,3.85 Lakh
3474,Nissan,Micra,XV CVT [2016-2017],2015,"28,000 Kms",Petrol,First,Mumbai,4.5 Lakh
3475,Maruti Suzuki,Ignis,Delta 1.2 AMT,2017,"17,500 Kms",Petrol,First,Mumbai,5.15 Lakh
3476,Toyota,Glanza,V,2019,"19,500 Kms",Petrol,First,Mumbai,7.45 Lakh
3477,Mahindra,Bolero,SLE BS III,2014,"73,000 Kms",Diesel,First,Mumbai,4.25 Lakh
3478,Mahindra,Bolero,SLE BS III,2014,"80,000 Kms",Diesel,First,Mumbai,4.25 Lakh
3479,Mahindra,Bolero,SLE BS III,2014,"70,000 Kms",Diesel,First,Mumbai,4.11 Lakh
3480,Kia,Seltos,GTX Plus AT 1.4 [2019-2020],2021,"6,400 Kms",Petrol,First,Bangalore,19.45 Lakh
3481,Hyundai,Creta,S 1.4 CRDI,2017,"17,000 Kms",Diesel,First,Bangalore,12.5 Lakh
3482,Hyundai,Verna,Fluidic 1.6 VTVT SX AT,2014,"69,500 Kms",Petrol,First,Bangalore,6.75 Lakh
3483,BMW,X5,xDrive 30d,2017,"33,200 Kms",Diesel,First,Bangalore,55 Lakh
3484,Ford,Fiesta/Classic,CLXi 1.4 TDCi,2011,"57,224 Kms",Diesel,First,Thane,2.21 Lakh
3485,Maruti Suzuki,Swift,VDi,2015,"47,134 Kms",Diesel,First,Thane,5.18 Lakh
3486,Hyundai,Creta,SX Plus 1.6 Petrol,2016,"41,637 Kms",Petrol,First,Thane,9.75 Lakh
3487,BMW,5-Series,520d Luxury Line,2013,"56,000 Kms",Diesel,First,Delhi,14.75 Lakh
3488,Audi,A6,2.0 TDI Premium Plus,2014,"47,000 Kms",Diesel,First,Delhi,16.25 Lakh
3489,BMW,3-Series,320d Luxury Line,2017,"46,100 Kms",Diesel,First,Delhi,24.99 Lakh
3490,Audi,Q7,35 TDI Premium Plus + Sunroof,2015,"48,000 Kms",Diesel,First,Delhi,27.99 Lakh
3491,MINI,Countryman,Cooper D,2016,"19,900 Kms",Diesel,Second,Delhi,22.49 Lakh
3492,BMW,5-Series,520d Luxury Line,2013,"56,500 Kms",Diesel,First,Delhi,14.75 Lakh
3493,Toyota,Etios,GD,2012,"97,000 Kms",Diesel,First,Bangalore,4.65 Lakh
